run_id,source_file,experiment_label,problem_id,base_function,seed,fe_used,budget_match_status,historical_final_error,paper_reported_mean,paper_reported_std,better_than_paper_reported,offline_error_delta_vs_paper,runtime_dispatch_allowed,comparison_role
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix30_dispatch_phaseii_policy\tfes-2100000\A1\ackley\evaluation_record.txt,mi_arac_action_prefix30_dispatch_phaseii_policy,A1,ackley,,2101000,non_3m_fe,7.873498e+04,7.76E4,1.25E1,0,1.134977e+03,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix30_dispatch_phaseii_policy\tfes-2100000\A2\ackley\evaluation_record.txt,mi_arac_action_prefix30_dispatch_phaseii_policy,A2,ackley,,2101000,non_3m_fe,7.888399e+04,7.81E4,9.78E0,0,7.839886e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix30_dispatch_phaseii_policy\tfes-2100000\E1\elliptic\evaluation_record.txt,mi_arac_action_prefix30_dispatch_phaseii_policy,E1,elliptic,,2100000,non_3m_fe,7.455529e+06,2.84E6,2.35E5,0,4.615529e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix30_dispatch_phaseii_policy\tfes-2100000\E2\elliptic\evaluation_record.txt,mi_arac_action_prefix30_dispatch_phaseii_policy,E2,elliptic,,2100000,non_3m_fe,2.158199e+07,6.87E6,4.73E4,0,1.471199e+07,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix30_dispatch_phaseii_policy\tfes-2100000\E3\elliptic\evaluation_record.txt,mi_arac_action_prefix30_dispatch_phaseii_policy,E3,elliptic,,2100000,non_3m_fe,5.458566e+07,1.60E7,5.62E5,0,3.858566e+07,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix30_dispatch_phaseii_policy\tfes-2100000\E4\elliptic\evaluation_record.txt,mi_arac_action_prefix30_dispatch_phaseii_policy,E4,elliptic,,2100000,non_3m_fe,3.757816e+07,2.26E7,3.04E5,0,1.497816e+07,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix30_dispatch_phaseii_policy\tfes-2100000\E5\elliptic\evaluation_record.txt,mi_arac_action_prefix30_dispatch_phaseii_policy,E5,elliptic,,2100000,non_3m_fe,3.143282e+07,7.76E6,2.13E5,0,2.367282e+07,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix30_dispatch_phaseii_policy\tfes-2100000\R1\rastrigin\evaluation_record.txt,mi_arac_action_prefix30_dispatch_phaseii_policy,R1,rastrigin,,2101000,non_3m_fe,1.482618e+05,1.74E5,8.13E3,1,-2.573816e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix30_dispatch_phaseii_policy\tfes-2100000\R3\rastrigin\evaluation_record.txt,mi_arac_action_prefix30_dispatch_phaseii_policy,R3,rastrigin,,2101000,non_3m_fe,4.230764e+05,5.06E5,7.26E3,1,-8.292359e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\mi_arac_action_prefix30_dispatch_phaseii_policy\tfes-2100000\S1\schwefel\evaluation_record.txt,mi_arac_action_prefix30_dispatch_phaseii_policy,S1,schwefel,,2100000,non_3m_fe,3.290773e+04,1.92E-3,3.82E-4,0,3.290773e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\A1\ackley\evaluation_record.txt,paper_like_seed1,A1,ackley,,3001000,near_paper_3m_fe,7.882253e+04,7.76E4,1.25E1,0,1.222534e+03,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\A2\ackley\evaluation_record.txt,paper_like_seed1,A2,ackley,,3001000,near_paper_3m_fe,7.848340e+04,7.81E4,9.78E0,0,3.834020e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\A3\ackley\evaluation_record.txt,paper_like_seed1,A3,ackley,,3001000,near_paper_3m_fe,7.887538e+04,7.86E4,2.09E1,0,2.753848e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\A4\ackley\evaluation_record.txt,paper_like_seed1,A4,ackley,,3001000,near_paper_3m_fe,7.842840e+04,7.83E4,1.14E1,0,1.284011e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\A5\ackley\evaluation_record.txt,paper_like_seed1,A5,ackley,,3001000,near_paper_3m_fe,7.924535e+04,7.85E4,2.35E1,0,7.453549e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\A6\ackley\evaluation_record.txt,paper_like_seed1,A6,ackley,,3001000,near_paper_3m_fe,7.860444e+04,7.80E4,7.06E0,0,6.044365e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\E1\elliptic\evaluation_record.txt,paper_like_seed1,E1,elliptic,,3000000,near_paper_3m_fe,2.753705e+06,2.84E6,2.35E5,1,-8.629544e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\E2\elliptic\evaluation_record.txt,paper_like_seed1,E2,elliptic,,3000000,near_paper_3m_fe,1.135089e+07,6.87E6,4.73E4,0,4.480893e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\E3\elliptic\evaluation_record.txt,paper_like_seed1,E3,elliptic,,3000000,near_paper_3m_fe,8.217466e+06,1.60E7,5.62E5,1,-7.782534e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\E4\elliptic\evaluation_record.txt,paper_like_seed1,E4,elliptic,,3000000,near_paper_3m_fe,1.510332e+07,2.26E7,3.04E5,1,-7.496676e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\E5\elliptic\evaluation_record.txt,paper_like_seed1,E5,elliptic,,3000000,near_paper_3m_fe,1.955310e+07,7.76E6,2.13E5,0,1.179310e+07,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\E6\elliptic\evaluation_record.txt,paper_like_seed1,E6,elliptic,,3000000,near_paper_3m_fe,2.644759e+07,4.32E7,1.94E5,1,-1.675241e+07,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\R1\rastrigin\evaluation_record.txt,paper_like_seed1,R1,rastrigin,,3001000,near_paper_3m_fe,2.020464e+05,1.74E5,8.13E3,0,2.804643e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\R2\rastrigin\evaluation_record.txt,paper_like_seed1,R2,rastrigin,,3001000,near_paper_3m_fe,3.651946e+05,3.72E5,5.27E3,1,-6.805397e+03,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\R3\rastrigin\evaluation_record.txt,paper_like_seed1,R3,rastrigin,,3000000,near_paper_3m_fe,4.488876e+05,5.06E5,7.26E3,1,-5.711239e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\R4\rastrigin\evaluation_record.txt,paper_like_seed1,R4,rastrigin,,3000000,near_paper_3m_fe,1.088802e+06,5.59E5,6.77E3,0,5.298022e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\R5\rastrigin\evaluation_record.txt,paper_like_seed1,R5,rastrigin,,3000000,near_paper_3m_fe,1.144748e+06,6.84E5,5.76E3,0,4.607484e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\R6\rastrigin\evaluation_record.txt,paper_like_seed1,R6,rastrigin,,3000000,near_paper_3m_fe,1.064716e+06,8.15E5,2.30E4,0,2.497156e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\S1\schwefel\evaluation_record.txt,paper_like_seed1,S1,schwefel,,3000000,near_paper_3m_fe,9.562706e+01,1.92E-3,3.82E-4,0,9.562514e+01,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\S2\schwefel\evaluation_record.txt,paper_like_seed1,S2,schwefel,,3000000,near_paper_3m_fe,5.847504e+04,5.58E3,3.21E1,0,5.289504e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\S3\schwefel\evaluation_record.txt,paper_like_seed1,S3,schwefel,,3000000,near_paper_3m_fe,3.792421e+04,9.72E3,4.75E1,0,2.820421e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\S4\schwefel\evaluation_record.txt,paper_like_seed1,S4,schwefel,,3000000,near_paper_3m_fe,8.918833e+04,1.24E3,5.31E1,0,8.794833e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\S5\schwefel\evaluation_record.txt,paper_like_seed1,S5,schwefel,,3000000,near_paper_3m_fe,1.871241e+05,9.23E3,3.95E2,0,1.778941e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1\S6\schwefel\evaluation_record.txt,paper_like_seed1,S6,schwefel,,3000000,near_paper_3m_fe,4.091427e+04,6.65E4,7.36E2,1,-2.558573e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_current_fix_24case\S2\schwefel\evaluation_record.txt,paper_like_seed1_current_fix_24case,S2,schwefel,,3000000,near_paper_3m_fe,3.390253e+03,5.58E3,3.21E1,1,-2.189747e+03,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_dryrun\E1\elliptic\evaluation_record.txt,paper_like_seed1_dryrun,E1,elliptic,,2095,non_3m_fe,4.679486e+13,2.84E6,2.35E5,0,4.679486e+13,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\A1\ackley\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,A1,ackley,,3001000,near_paper_3m_fe,7.836371e+04,7.76E4,1.25E1,0,7.637083e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\A2\ackley\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,A2,ackley,,3001000,near_paper_3m_fe,7.878680e+04,7.81E4,9.78E0,0,6.867978e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\A3\ackley\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,A3,ackley,,3001000,near_paper_3m_fe,7.873841e+04,7.86E4,2.09E1,0,1.384150e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\A4\ackley\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,A4,ackley,,3001000,near_paper_3m_fe,7.902806e+04,7.83E4,1.14E1,0,7.280562e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\A5\ackley\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,A5,ackley,,3001000,near_paper_3m_fe,7.860706e+04,7.85E4,2.35E1,0,1.070572e+02,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\A6\ackley\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,A6,ackley,,3001000,near_paper_3m_fe,7.963746e+04,7.80E4,7.06E0,0,1.637456e+03,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\E1\elliptic\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,E1,elliptic,,3000000,near_paper_3m_fe,3.526407e+05,2.84E6,2.35E5,1,-2.487359e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\E2\elliptic\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,E2,elliptic,,3000000,near_paper_3m_fe,4.195207e+06,6.87E6,4.73E4,1,-2.674793e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\E3\elliptic\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,E3,elliptic,,3000000,near_paper_3m_fe,1.420232e+07,1.60E7,5.62E5,1,-1.797675e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\E4\elliptic\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,E4,elliptic,,3000000,near_paper_3m_fe,2.487700e+07,2.26E7,3.04E5,0,2.277002e+06,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\E5\elliptic\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,E5,elliptic,,3000000,near_paper_3m_fe,1.791245e+07,7.76E6,2.13E5,0,1.015245e+07,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\E6\elliptic\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,E6,elliptic,,3000000,near_paper_3m_fe,2.773810e+07,4.32E7,1.94E5,1,-1.546190e+07,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\R1\rastrigin\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,R1,rastrigin,,3000000,near_paper_3m_fe,2.038641e+05,1.74E5,8.13E3,0,2.986411e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\R2\rastrigin\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,R2,rastrigin,,3001000,near_paper_3m_fe,2.511374e+05,3.72E5,5.27E3,1,-1.208626e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\R3\rastrigin\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,R3,rastrigin,,3000000,near_paper_3m_fe,4.076996e+05,5.06E5,7.26E3,1,-9.830038e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\R4\rastrigin\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,R4,rastrigin,,3000000,near_paper_3m_fe,6.813109e+05,5.59E5,6.77E3,0,1.223109e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\R5\rastrigin\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,R5,rastrigin,,3000000,near_paper_3m_fe,9.523927e+05,6.84E5,5.76E3,0,2.683927e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\R6\rastrigin\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,R6,rastrigin,,3000000,near_paper_3m_fe,1.118573e+06,8.15E5,2.30E4,0,3.035731e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\S1\schwefel\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,S1,schwefel,,3000000,near_paper_3m_fe,2.389337e+03,1.92E-3,3.82E-4,0,2.389335e+03,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\S2\schwefel\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,S2,schwefel,,3000000,near_paper_3m_fe,1.243568e+05,5.58E3,3.21E1,0,1.187768e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\S3\schwefel\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,S3,schwefel,,3000000,near_paper_3m_fe,5.042052e+04,9.72E3,4.75E1,0,4.070052e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\S4\schwefel\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,S4,schwefel,,3000000,near_paper_3m_fe,1.158343e+05,1.24E3,5.31E1,0,1.145943e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\S5\schwefel\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,S5,schwefel,,3000000,near_paper_3m_fe,1.619227e+05,9.23E3,3.95E2,0,1.526927e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_function_pipeline_fix\S6\schwefel\evaluation_record.txt,paper_like_seed1_function_pipeline_fix,S6,schwefel,,3000000,near_paper_3m_fe,1.033465e+05,6.65E4,7.36E2,0,3.684646e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_topology_fix_schwefel\S1\schwefel\evaluation_record.txt,paper_like_seed1_topology_fix_schwefel,S1,schwefel,,3000000,near_paper_3m_fe,2.837938e+03,1.92E-3,3.82E-4,0,2.837936e+03,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_topology_fix_schwefel\S2\schwefel\evaluation_record.txt,paper_like_seed1_topology_fix_schwefel,S2,schwefel,,3000000,near_paper_3m_fe,8.274475e+03,5.58E3,3.21E1,0,2.694475e+03,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_topology_fix_schwefel\S3\schwefel\evaluation_record.txt,paper_like_seed1_topology_fix_schwefel,S3,schwefel,,3000000,near_paper_3m_fe,2.235006e+05,9.72E3,4.75E1,0,2.137806e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_topology_fix_schwefel\S4\schwefel\evaluation_record.txt,paper_like_seed1_topology_fix_schwefel,S4,schwefel,,3000000,near_paper_3m_fe,1.587667e+04,1.24E3,5.31E1,0,1.463667e+04,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_topology_fix_schwefel\S5\schwefel\evaluation_record.txt,paper_like_seed1_topology_fix_schwefel,S5,schwefel,,3000000,near_paper_3m_fe,1.316993e+05,9.23E3,3.95E2,0,1.224693e+05,0,offline_historical_hcc_main_vs_paper_reported
exp_004_hcc_main_historical_result_recovery,E:\HCC-main\HCC_SRC\result\paper_like_seed1_topology_fix_schwefel\S6\schwefel\evaluation_record.txt,paper_like_seed1_topology_fix_schwefel,S6,schwefel,,3000000,near_paper_3m_fe,1.128455e+05,6.65E4,7.36E2,0,4.634552e+04,0,offline_historical_hcc_main_vs_paper_reported
